patent_id	claim_sequence	claim_text	dependent	claim_number	exemplary
D942667	0	The ornamental design for an ultraviolet sanitizing recessed downlight, as shown and described.		1	0
D942668	0	The ornamental design for an ultraviolet sanitizing recessed downlight, as shown and described.		1	0
D942669	0	The ornamental design for a light, as shown and described.		1	0
D942670	0	The ornamental design for a light string bracket pole, as shown and described.		1	0
D942671	0	The ornamental design for a sliding control moon lamp, as shown and described.		1	0
D942672	0	The ornamental design for a night light, as shown and described.		1	0
D942673	0	The ornamental design for a hollow lamp, as shown and described.		1	0
D942674	0	The ornamental design for an electronic cigarette, as shown and described.		1	0
D942675	0	The ornamental design for an electronic cigarette, as shown and described.		1	0
D942676	0	We claim the ornamental design for an electronic cigarette, as shown and described.		1	0
D942677	0	The ornamental design for a vaporizer, as shown and described.		1	0
D942678	0	The ornamental design for a mouthpiece, as shown and described.		1	0
D942679	0	The ornamental design for a case, as shown and described.		1	0
D942680	0	The ornamental design for a multi-compartment detergent unit dose, as shown and described.		1	0
D942681	0	The ornamental design for a handle for a beauty tool, as shown and described.		1	0
D942682	0	The ornamental design for a straightening iron, as shown and described.		1	0
D942683	0	The ornamental design for a haircurling apparatus, as shown and described.		1	0
D942684	0	I claim the ornamental design for a hair removal device, as shown and described.		1	0
D942685	0	The ornamental design for a hair clipper, as shown and described.		1	0
D942686	0	The ornamental design for a hair removal device, as shown and described.		1	0
D942687	0	The ornamental design for an articulating blade assembly for hair removal device, as shown and described.		1	0
D942688	0	The ornamental design for a nail polisher, as shown and described.		1	0
D942689	0	The ornamental design for a nail clipper, as shown and described.		1	0
D942690	0	The ornamental design for a beauty valise, as shown and described.		1	0
D942691	0	The ornamental design for a capsule-shaped storage case, as shown and described.		1	0
D942692	0	The ornamental design for a cosmetic compact, as shown and described.		1	0
D942693	0	The ornamental design for a cosmetic tube, as shown and described.		1	0
D942694	0	The ornamental design for a back scratcher, as shown and described.		1	0
D942695	0	The ornamental design for a clothing article, as shown and described.		1	0
D942696	0	We claim the ornamental design for a LED running vest, as shown and described.		1	0
D942697	0	The ornamental design for a reflective vest, as shown and described.		1	0
D942698	0	The ornamental design for a headguard padding, as shown and described.		1	0
D942699	0	I claim the ornamental design for a helmet, as shown and described.		1	0
D942700	0	The ornamental design for an impact absorbing lattice, as shown and described.		1	0
D942701	0	The ornamental design for a modular fire extinguisher fluffing tube, as shown and described.		1	0
D942702	0	The ornamental design for a doghouse, as shown and described.		1	0
D942703	0	The ornamental design for an animal bed, as shown and described.		1	0
D942704	0	The ornamental design for a cat bed, as shown and described.		1	0
D942705	0	The ornamental design for an automatic feeding device for animals, as shown and described.		1	0
D942706	0	The ornamental design for a dog bowl insert, as shown.		1	0
D942707	0	The ornamental design for a water bottle for pets, as shown and described.		1	0
D942708	0	The ornamental design for a water drinking device for pets, as shown and described.		1	0
D942709	0	The ornamental design for a padded jacket for pets, as shown and described.		1	0
D942710	0	The ornamental design for a walk-in pet bath, as shown and described.		1	0
D942711	0	The ornamental design for a massager and epilator for pet, as shown and described.		1	0
D942712	0	The ornamental design for a cat climbing frame, as shown and described.		1	0
D942713	0	The ornamental design for a pet toy, as shown and described.		1	0
D942714	0	The ornamental design for an activity sensor for animals, as shown and described.		1	0
D942715	0	The ornamental design for a fabric care appliance, as shown and described.		1	0
D942716	0	We claim the ornamental design for a topload washing appliance, as shown.		1	0
D942717	0	The ornamental design for a plunger, as shown and described.		1	0
D942718	0	The ornamental design for a blower, as shown and described.		1	0
D942719	0	The ornamental design for a dust extractor, as shown and described.		1	0
D942720	0	The ornamental design for a vacuum cleaner, as shown and described.		1	0
D942721	0	The ornamental design for a cleaner, as shown and described.		1	0
D942722	0	The ornamental design for a foam cannon for pressure washer, as shown and described.		1	0
D942723	0	The ornamental design for a hamper with purse, as shown and described.		1	0
D942724	0	The ornamental design for the container, as shown and described.		1	0
D942725	0	I claim the ornamental design of a dish drying rack sink accessory, as shown and described.		1	0
D942726	0	I claim the ornamental design of a strainer sink accessory, as shown and described.		1	0
D942727	0	The ornamental design for a dumpster, as shown and described.		1	0
D942728	0	I claim the ornamental design for a car trash can, as shown and described.		1	0
D942729	0	The ornamental design for a food tray cart, as shown and described.		1	0
D942730	0	I claim the ornamental design for a shopping trolley with basket, as shown and described.		1	0
D942731	0	I claim the ornamental design for a storage rack, substantially as shown and described.		1	0
D942732	0	The ornamental design for a ramp, as shown and described.		1	0
D942733	0	The ornamental design for a ramp, as shown and described.		1	0
D942734	0	The automated parcel terminal, as shown and described.		1	0
D942735	0	The ornamental design for a wall-mounted safe, as shown and described.		1	0
PP33918	0	1. A new and distinct cultivar of Acer palmatum tree named ‘SONKOOT6’ as herein illustrated and described.		1	0
PP33919	0	1. A new and distinct cultivar of Acer palmatum tree named ‘SONKOOT9’ as herein illustrated and described.		1	0
PP33920	0	1. A new and distinct variety of Mandevilla plant named ‘PATMANROS3’, substantially as described and illustrated herein.		1	0
PP33921	0	1. A new and distinct Mandevilla plant named ‘Lansouthdakota’ as illustrated and described.		1	0
PP33922	0	1. A new and distinct cultivar of Rhododendron plant named ‘NCRX8’ as herein illustrated and described.		1	0
PP33923	0	1. A new and distinct cultivar of Rhododendron plant named ‘NCRX7’ as herein illustrated and described.		1	0
PP33924	0	1. A new and distinct Phalaenopsis plant named ‘Pure Love’ as illustrated and described.		1	0
PP33925	0	1. A new and distinct Phalaenopsis plant named ‘Secret Messages’ as illustrated and described.		1	0
PP33926	0	1. A new and distinct variety of Dahlia plant designated ‘KLEDH20121’, as illustrated and described herein.		1	0
PP33927	0	1. A new and distinct variety of Echeveria agavoides Lem. x Echeveria purpusorum A. Berger plant named ‘AMIECH2107’, substantially as described and illustrated herein.		1	0
PP33928	0	1. A new and distinct cultivar of Crassula plant named ‘DAYDREAM’ as herein illustrated and described.		1	0
PP33929	0	1. A new, distinct Andropogon gerardii plant as illustrated and described, characterized by an upright plant with a height of 190 cm, blue-green colored foliage with red stems, and purple fall color.		1	0
PP33930	0	1. A new and distinct cultivar of Coreopsis plant named ‘Riding Hood’ as herein illustrated and described.		1	0
PP33931	0	1. A new and distinct cultivar of Lysimachia plant named ‘Night Light’, substantially as herein illustrated and described.		1	0
PP33932	0	1. A new and distinct cultivar of Lysimachia plant named ‘Firefly’, substantially as herein illustrated and described.		1	0
PP33933	0	1. A new and distinct variety of Rudbeckia plant named ‘BullRudi 11’, as is herein illustrated and described.		1	0
PP33934	0	1. A new and distinct variety of Rudbeckia plant named ‘BullRudi 14’, as is herein illustrated and described.		1	0
PP33935	0	1. A new and distinct variety of Rudbeckia plant named ‘BullRudi 13’, as is herein illustrated and described.		1	0
PP33936	0	1. A new and distinct variety of Rudbeckia plant named ‘BullRudi 12’, as is herein illustrated and described.		1	0
PP33937	0	1. A new and distinct variety of calla lily plant named ‘Dozansuny’ as herein described and illustrated.		1	0
PP33938	0	1. A new and distinct variety of calla lily plant named ‘Dozantoky’ as herein described and illustrated.		1	0
PP33939	0	1. A new and distinct variety of calla lily plant named ‘Dozanwisl’ as herein described and illustrated.		1	0
RE48906	0	1. A cosmetic, comprising a carrier foam comprising one or more materials selected from the group consisting of acrylonitrile-butadiene rubber (NBR), polyvinyl chloride, latex, and polyether, and impregnated therein a cosmetic composition comprising octyl methoxycinnamate, wherein the carrier foam stores the cosmetic composition.		1	0
RE48906	1	2. The cosmetic according to claim 1 , wherein the foam is flocked with cotton, cotton/acryl, cotton/acryl/polyester, cotton/rayon, acryl, polyamide, nylon, polyester, nylon/polyester or silk.	claim 1	2	0
RE48906	2	3. The cosmetic according to claim 1 , wherein the one or more material is acrylonitrile-butadiene rubber (NBR).	claim 1	3	0
RE48906	3	4. The cosmetic according to claim 3 , wherein the foam is flocked with cotton, cotton/acryl, cotton/acryl/polyester, cotton/rayon, acryl, polyamide, nylon, polyester, nylon/polyester or silk.	claim 3	4	0
RE48906	4	5. The cosmetic of claim 1 , wherein the cosmetic composition comprises Ozokerite, Dicaprylyl carbonate, Methylparaben, Isoamyl p-methoxycinnamate, Disteardimonium hectorite, Decamethylcyclopentasiloxane, Sorbitan sesquioleate, Lauryl PEG/PPG-18/18 methicone, Poly(methyl methacrylate), Titanium dioxide/aluminum hydroxide/stearic acid, Water, Glycerine, Salt, and Fragrance.	claim 1	5	0
RE48906	5	6. The cosmetic of claim 1 , wherein the cosmetic composition further comprises Isoamyl p-methoxycinnamate.	claim 1	6	0
RE48906	6	7. The cosmetic of claim 6 , further comprising Decamethylcyclopentasiloxane.	claim 6	7	0
RE48906	7	8. The cosmetic of claim 7 , further comprising Ozokerite, Dicaprylyl carbonate, Methylparaben, Disteardimonium hectorite, Sorbitan sesquioleate, Lauryl PEG/PPG-18/18 methicone, Poly(methyl methacrylate), Titanium dioxide/aluminum hydroxide/stearic acid, Water, Glycerine, Salt, and Fragrance.	claim 7	8	0
RE48906	8	9. The cosmetic according to claim 1 , wherein the cosmetic composition is in liquid or solid state.	claim 1	9	0
RE48906	9	10. The cosmetic according to claim 1 , wherein the cosmetic composition is an aqueous dispersion, an oily dispersion, a water-in-oil (W/O) emulsion or an oil-in-water (O/W) emulsion.	claim 1	10	0
RE48906	10	11. The cosmetic of claim 1 , further comprising an applicator.	claim 1	11	0
RE48907	0	1. A lead for providing deep brain stimulation the lead comprising: a lead body having a distal end, a proximal end, and a longitudinal length, the lead body comprising a multi-lumen conductor guide having an outer surface and defining a central stylet lumen configured and arranged for receiving a stylet and a plurality of conductor lumens disposed around the central stylet lumen in a ring, each conductor lumen configured and arranged to receive at least one conductor, wherein the plurality of conductor lumens are completely inset from the outer surface of the multi-lumen conductor guide, wherein at least a portion of the multi-lumen conductor guide is twisted such that the multi-lumen conductor guide forms at least a first helical section and a second helical section where each of the plurality of conductor lumens forms a helical pathway around the stylet lumen, wherein each of the helical pathways of the first and second helical sections has a pitch that is no less than 0.04 turns per centimeter, wherein the multi-lumen conductor guide further forms a first straight section disposed between the first helical section and the second helical section; a plurality of electrodes disposed on the distal end of the lead body; a plurality of lead terminals disposed on the proximal end of the lead body; and a plurality of conductors electrically coupling the plurality of electrodes to the plurality of lead terminals, wherein the plurality of conductors extend along the longitudinal length of the leady body within the plurality of conductor lumens, wherein the multi-lumen conductor guide extends the entire longitudinal length of the lead body from the electrodes to the terminals.		1	0
RE48907	1	2. The lead of claim 1 , wherein each of the plurality of conductor lumens is configured and arranged to receive a different single conductor of the plurality of conductors.	claim 1	2	0
RE48907	2	3. The lead of claim 1 , wherein each of the plurality of conductor lumens is configured and arranged to receive a plurality of conductors of the plurality of conductors.	claim 1	3	0
RE48907	3	4. The lead of claim 1 , wherein the first helical section and the second helical section are twisted in opposite directions from one another along the longitudinal length of the lead body.	claim 1	4	0
RE48907	4	5. The lead of claim 1 , wherein the first helical section has a constant pitch.	claim 1	5	0
RE48907	5	6. The lead of claim 1 , wherein the first helical section has a variable pitch.	claim 1	6	0
RE48907	6	7. An electrical stimulation system comprising: the lead of claim 1 ; and a control unit coupleable to lead, the control unit configured and arranged for providing stimulation to the plurality of electrodes of the lead.		7	0
RE48907	7	8. A method for manufacturing the lead of claim 1 , the method comprising: forming the multi-lumen conductor guide defining the central stylet lumen and the plurality of conductor lumens arranged around the stylet lumen; and twisting the multi-lumen conductor guide to form the first helical section wherein the first helical section has the pitch that is no less than 0.04 turns per centimeter.	claim 1	8	0
RE48907	8	9. The method of claim 8 , further comprising applying heat to the multi-lumen conductor guide to set the first helical section.	claim 8	9	0
RE48907	9	10. The method of claim 9 , further comprising inserting at least one of the plurality of conductors into at least one of the plurality of conductor lumens.	claim 9	10	0
RE48907	10	11. The method of claim 10 , further comprising inserting at least one mandrel into each of the plurality of conductor lumens prior to applying heat to the multi-lumen conductor guide.	claim 10	11	0
RE48907	11	12. The method of claim 11 , further comprising removing the at least one mandrel from each of the plurality of conductor lumens prior to inserting the at least one conductor into each of the plurality of conductor lumens.	claim 11	12	0
RE48907	12	13. The method of claim 8 , wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide to form helical pathways each having a pitch that is no greater than 0.8 turns per centimeter.	claim 8	13	0
RE48907	13	14. The method of claim 8 , wherein forming an elongated multi-lumen conductor guide comprising extruding the multi-lumen conductor guide and wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide while extruding the multi-lumen conductor guide.	claim 8	14	0
RE48907	14	15. A lead for providing deep brain stimulation, the lead comprising: a lead body having a distal end, a proximal end, and a longitudinal length, the lead body comprising a multi-lumen conductor guide having an outer surface and defining a central stylet lumen configured and arranged for receiving a stylet and a plurality of conductor lumens disposed around the central stylet lumen in a ring, each conductor lumen configured and arranged to receive at least one conductor, wherein the plurality of conductor lumens are completely inset from the outer surface of the multi-lumen conductor guide, wherein at least a portion of the multi-lumen conductor guide is twisted such that the multi-lumen conductor guide forms at least a first helical section and a second helical section where each of the plurality of conductor lumens forms a helical pathway around the stylet lumen, wherein each of the helical pathways of the first and second helical sections has a pitch that is no less than 0.04 turns per centimeter, wherein the first and second helical sections are axially separate from each other and the first helical section and the second helical section are twisted in opposite directions from one another along the longitudinal length of the lead body; a plurality of electrodes disposed on the distal end of the lead body; a plurality of lead terminals disposed on the proximal end of the lead body; and a plurality of conductors electrically coupling the plurality of electrodes to the plurality of lead terminals, wherein the plurality of conductors extend along the longitudinal length of the leady body within the plurality of conductor lumens, wherein the multi-lumen conductor guide extends the entire longitudinal length of the lead body from the electrodes to the terminals.		15	0
RE48907	15	16. The lead of claim 15 , wherein each of the plurality of conductor lumens is configured and arranged to receive a different single conductor of the plurality of conductors.	claim 15	16	0
RE48907	16	17. The lead of claim 15 , wherein each of the plurality of conductor lumens is configured and arranged to receive a plurality of conductors of the plurality of conductors.	claim 15	17	0
RE48907	17	18. The lead of claim 15 , wherein the first helical section has a constant pitch.	claim 15	18	0
RE48907	18	19. The lead of claim 15 , wherein the first helical section has a variable pitch.	claim 15	19	0
RE48907	19	20. An electrical stimulation system comprising: the lead of claim 15 ; and a control unit coupleable to lead, the control unit configured and arranged for providing stimulation to the plurality of electrodes of the lead.		20	0
RE48907	20	21. A lead, comprising: a lead body having a distal end, a proximal end, and a longitudinal length, the lead body comprising a multi-lumen conductor guide having an outer surface and defining a central stylet lumen and a plurality of conductor lumens extending along the multi-lumen conductor guide and disposed around the central stylet lumen in a ring, each conductor lumen configured and arranged to receive at least one conductor, wherein the plurality of conductor lumens are completely inset from the outer surface of the multi-lumen conductor guide, wherein at least a portion of the multi-lumen conductor guide is twisted such that the multi-lumen conductor guide forms at least one helical section where each of the plurality of conductor lumens forms a helical pathway along the at least one helical section of the multi-lumen conductor guide, wherein each of the helical pathways of the at least one helical section has a pitch that is no less than 0.04 turns per centimeter, the lead body further comprising at least one outer coating of material disposed over the outer surface of the multi-lumen conductor guide; a plurality of electrodes disposed on the distal end of the lead body; a plurality of lead terminals disposed on the proximal end of the lead body; and a plurality of conductors electrically coupling the plurality of electrodes to the plurality of lead terminals, wherein the plurality of conductors extend along the longitudinal length of the lead body within the plurality of conductor lumens, wherein the multi-lumen conductor guide extends the entire longitudinal length of the lead body from the electrodes to the terminals.		21	0
RE48907	21	22. The lead of claim 21, wherein the multi-lumen conductor guide further forms at least one straight section adjacent at least one of the at least one helical section.		22	0
RE48907	22	23. The lead of claim 21, wherein at least one of the at least one helical section has a pitch that is no more than 0.8 turns per centimeter.		23	0
RE48907	23	24. The lead of claim 21, wherein each of the at least one helical section has a pitch that is no more than 0.8 turns per centimeter.		24	0
RE48907	24	25. An electrical stimulation system comprising: the lead of claim 21; and a control unit coupleable to lead, the control unit configured and arranged for providing stimulation to the plurality of electrodes of the lead.		25	0
RE48907	25	26. A method for manufacturing the lead of claim 21, the method comprising: forming the multi-lumen conductor guide defining the plurality of conductor lumens; and twisting the multi-lumen conductor guide to form the at least one helical section.		26	0
RE48907	26	27. The method of claim 26, further comprising applying heat to the multi-lumen conductor guide to set the at least one helical section.		27	0
RE48907	27	28. The method of claim 26, wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide to form helical pathways each having a pitch that is no more than 0.8 turns per centimeter.		28	0
RE48907	28	29. The method of claim 26, wherein forming an elongated multi-lumen conductor guide comprising extruding the multi-lumen conductor guide and wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide while extruding the multi-lumen conductor guide.		29	0
RE48907	29	30. A lead, comprising: a lead body having a distal end, a proximal end, and a longitudinal length, the lead body comprising a multi-lumen conductor guide having an outer surface and defining a central stylet lumen and a plurality of conductor lumens extending along the multi-lumen conductor guide and disposed around the central stylet lumen in a ring, each conductor lumen configured and arranged to receive at least one conductor, wherein the plurality of conductor lumens are completely inset from the outer surface of the multi-lumen conductor guide, wherein at least a portion of the multi-lumen conductor guide is twisted such that the multi-lumen conductor guide comprises a first straight section, a helical section where each of the plurality of conductor lumens forms a helical pathway along the helical section of the multi-lumen conductor guide, and a second straight section, wherein the helical section is disposed between the first straight section and the second straight section and has a pitch that is no less than 0.04 turns per centimeter; a plurality of electrodes disposed on the distal end of the lead body; a plurality of lead terminals disposed on the proximal end of the lead body; and a plurality of conductors electrically coupling the plurality of electrodes to the plurality of lead terminals, wherein the plurality of conductors extend along the longitudinal length of the lead body within the plurality of conductor lumens, wherein the multi-lumen conductor guide extends at least from the electrodes to the terminals.		30	0
RE48907	30	31. The lead of claim 30, wherein the helical section has a pitch that is no more than 0.8 turns per centimeter.		31	0
RE48907	31	32. The lead of claim 30, wherein the helical section has a constant pitch.		32	0
RE48907	32	33. The lead of claim 30, wherein the helical section has a variable pitch.		33	0
RE48907	33	34. The lead of claim 30, wherein each of the plurality of conductor lumens is configured and arranged to receive a different single conductor of the plurality of conductors.		34	0
RE48907	34	35. The lead of claim 30, wherein each of the plurality of conductor lumens is configured and arranged to receive a plurality of conductors of the plurality of conductors.		35	0
RE48907	35	36. A method for manufacturing the lead of claim 30, the method comprising: forming the multi-lumen conductor guide defining the plurality of conductor lumens; and twisting a portion of the multi-lumen conductor guide to form the helical section.		36	0
RE48907	36	37. The method of claim 36, wherein the helical section has the pitch that is no more than 0.8 turns per centimeter.		37	0
RE48907	37	38. The method of claim 36, further comprising applying heat to the multi-lumen conductor guide to set the helical section.		38	0
RE48907	38	39. The method of claim 36, wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide to form helical pathways each having a pitch that is no greater than 0.08 turns per centimeter.		39	0
RE48907	39	40. The method of claim 36, wherein forming an elongated multi-lumen conductor guide comprising extruding the multi-lumen conductor guide and wherein twisting the multi-lumen conductor guide comprises twisting the multi-lumen conductor guide while extruding the multi-lumen conductor guide.		40	0
RE48908	0	1. A vector production system comprising recombinant cells designed to encode at least a first recombinase under the control of an inducible promoter, wherein said cells comprise an expression vector adapted to produce a bacterial sequence-free vector having covalently closed ends , said expression vector comprising : an expression cassette , and comprising a nucleic acid sequence of interest flanked on either side by , a target binding sequence for the Tel first recombinase and flanking each side of the expression cassette, one or more additional target sequences for one or more additional recombinases integrated within non-binding regions of the Tel target binding sequence are target binding sequences for one or more additional recombinases, wherein the nucleic acid of interest encodes a nuclease genome editing system for the first recombinase, and at least one enhancer sequence flanking each side of the target sequence for the first recombinase to facilitate nuclear uptake and enhance transfection efficiency of the bacterial sequence-free vector and expression of the nucleic acid sequence of interest .		1	0
RE48908	1	2. The system of claim 1 , wherein the inducible promoter is thermally-regulated, the chemically-regulated, IPTG regulated, glucose-regulated, arabinose inducible, T7 polymerase regulated, cold-shock inducible, pH inducible, or combinations thereof.	claim 1	2	0
RE48908	2	3. The system of claim 1 , wherein the vector comprises the target binding sequence for the first recombinase and the one or more additional target sequences for the one or more additional recombinases are selected from the group consisting of the telRL PY54 pal site, the N15 telRL site, the loxP site, φpK02 the φK02 telRL site, the FRT site, the phiC31 attP site , and the λ attP site.	claim 1	3	0
RE48908	3	4. The system of claim 3 , wherein the expression vector comprises each of said target binding sequences.	claim 3	4	0
RE48908	4	5. The system of claim 3 , wherein the expression vector comprises the Tel recombinase pal site and the telRL, loxP , and FRT recombinase target binding sequences integrated within the pal site.	claim 3	5	0
RE48908	5	6. The system of claim 1 , wherein the first recombinase is selected from telN and tel, and the expression vector incorporates the target binding sequence for at least said recombinase and said system produces a linear covalently closed vector .	claim 1	6	0
RE48908	6	7. The system of claim 1 , wherein the first recombinase is selected from cre and flp, and the expression vector incorporates the target binding sequence for at least said recombinase and said system produces a circular covalently closed vector .	claim 1	7	0
RE48908	7	8. An expression vector adapted to produce a bacterial sequence-free vector having covalently closed ends , said expression vector comprising : an expression cassette , and comprising a nucleic acid sequence of interest flanked on either side by , a target binding sequence for the Tel a first recombinase and flanking each side of the expression cassette, one or more additional target sequences for one or more additional recombinases integrated within non-binding regions of the Tel target binding sequence are target binding sequences for one or more additional recombinases, wherein the nucleic acid of interest encodes a nuclease genome editing system for the first recombinase, and at least one enhancer sequence flanking each side of the target sequence for the first recombinase to facilitate nuclear uptake and enhance transfection efficiency of the bacterial sequence-free vector and expression of the nucleic acid sequence of interest .		8	0
RE48908	8	9. The expression vector of claim 8 , wherein the target sequence for the first recombinase and the one or more additional target binding sequences for the one or more additional recombinases are selected from the group consisting of the PY54 pal site, the N15 telRL site, the loxP site, □K02 the φK02 telRL site, the FRT site, the phiC31 attP site , and the λ attP site.	claim 8	9	0
RE48908	9	10. The expression vector of claim 9 , comprising each of said target binding sequences.	claim 9	10	0
RE48908	10	11. The expression vector of claim 8 , comprising the Tel recombinase pal site and telRL, loxP , and FRT recombinase target binding sequences integrated within the pal site.	claim 8	11	0
RE48908	11	12. A method of producing a linear or circular bacterial sequence-free covalently closed vector comprising incubating a the vector production system as defined in claim 1 under conditions suitable to permit expression of the first recombinase to result in a linear or circular the bacterial sequence-free covalently closed vector.	claim 1	12	0
RE48908	12	13. The system of claim 1 , wherein the Tel recombinase target binding site target sequence for the first recombinase is the phage PY54 Tel 142 base pair target binding site.	claim 1	13	0
RE48908	13	14. The system of claim 1 , wherein the nucleic acid sequence of interest encodes a nuclease genome editing system that is selected from the group consisting of a Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) nuclease system, a Transcription Activator-Like Effector Nuclease (TALEN) , and a Zinc-Finger Nuclease (ZFN).	claim 1	14	0
RE48908	14	15. The system of claim 14 , wherein the nuclease genome editing system is a CRISPR nuclease system comprising a Cas9 Cas nuclease.	claim 14	15	0
RE48908	15	16. The expression vector of claim 8 , wherein the nucleic acid sequence of interest encodes a nuclease genome editing system that is selected from the group consisting of a Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) nuclease system, a Transcription Activator-Like Effector Nuclease (TALEN) , and a Zinc-Finger Nuclease (ZFN).	claim 8	16	0
RE48908	16	17. The expression vector of claim 16 , wherein the nuclease genome editing system is a CRISPR nuclease system comprising a Cas9 Cas nuclease.	claim 16	17	0
RE48908	17	18. A vector production system comprising recombinant cells designed to encode at least a first recombinase under the control of an inducible promoter and to encode a nuclease genome editing system , wherein said cells comprise an expression vector adapted to produce a bacterial sequence-free vector having covalently closed ends , said expression vector comprising : a backbone sequence containing a cleavage site for the nuclease genome editing system , an expression cassette , and comprising a nucleic acid sequence of interest flanked on either side by , a target binding sequence for the Tel first recombinase and flanking each side of the expression cassette, one or more additional target sequences for one or more additional recombinases integrated within non-binding regions of the Tel target binding sequence are target binding sequences for one or more additional recombinases, wherein the cells are genetically modified to encode a nuclease genome editing system adapted to cleave the expression vector at a site within the backbone sequence for the first recombinase, and at least one enhancer sequence flanking each side of the target sequence for the first recombinase to facilitate nuclear uptake and enhance transfection efficiency of the bacterial sequence-free vector and expression of the nucleic acid sequence of interest .		18	0
RE48908	18	19. The vector production system as defined in claim 18 , wherein the nuclease genome editing system is a CRISPR nuclease system comprising a Cas9 Cas nuclease and gRNA, and the expression vector comprises a target sequence for the gRNA within the backbone sequence.	claim 18	19	0
RE48908	19	20. The system of claim 1, wherein the at least one enhancer sequence is a SV40 enhancer sequence.		20	0
RE48908	20	21. The system of claim 1, wherein the expression vector comprises at least two enhancer sequences flanking each side of the target sequence for the first recombinase to facilitate nuclear uptake and enhance transfection efficiency of the bacterial sequence-free vector and expression of the nucleic acid sequence of interest.		21	0
RE48908	21	22. The system of claim 18, wherein at least one enhancer sequence is a SV40 enhancer sequence.		22	0
RE48908	22	23. The system of claim 21, wherein at least one enhancer sequence is a SV40 enhancer sequence.		23	0
RE48908	23	24. A vector production system comprising recombinant cells designed to encode at least a first recombinase under the control of an inducible promoter, wherein said cells comprise an expression vector adapted to produce a bacterial sequence-free vector having covalently closed ends, said expression vector comprising: an expression cassette comprising a nucleic acid sequence of interest, a target sequence for the first recombinase flanking each side of the expression cassette, and one or more additional target sequences for one or more additional recombinases integrated within non-binding regions of the target sequence for the first recombinase, wherein the target sequence for the first recombinase and the one or more additional target sequences for the one or more additional recombinases have a total base pair length of less than or equal to 142 base pairs.		24	0
RE48908	24	25. A vector production system comprising recombinant cells designed to encode at least a first recombinase under the control of an inducible promoter, wherein said cells comprise an expression vector adapted to produce a bacterial sequence-free vector having covalently closed ends, said expression vector comprising: an expression cassette comprising a nucleic acid sequence of interest, a target sequence for the first recombinase flanking each side of the expression cassette, and at least five additional target sequences for at least five additional recombinases integrated within non-binding regions of the target sequence for the first recombinase, wherein the target sequence for the first recombinase and the at least five additional target sequences for the at least five additional recombinases have a total base pair length of less than or equal to 300 base pairs.		25	0
RE48909	0	1. A method for the selective amplification and detection of at least one target nucleic acid sequence from a nucleic acid sample, said method comprising the steps of: (a) treating a nucleic acid sample comprising a target nucleic acid sequence with a tagged oligonucleotide comprising first and second regions, said first region comprising a target hybridizing sequence which hybridizes to a 3′-end of said target nucleic acid sequence and said second region comprising a tag sequence situated 5′ to said target hybridizing sequence, wherein said second region does not stably hybridize to a target nucleic acid containing said target nucleic acid sequence; (b) reducing in said nucleic acid sample the effective concentration of unhybridized tagged oligonucleotide having an active form in which a target hybridizing sequence of said unhybridized tagged oligonucleotide is available for hybridization to said target nucleic acid sequence; (c) after step (b), initiating a nucleic acid polymerase dependent primer extension reaction from the 3′ end of the tagged oligonucleotide hybridized to the target nucleic acid, thereby producing an extension product; (d) separating the primer extension product from the target nucleic acid; and (e) producing amplification products in an isothermal nucleic acid amplification reaction using first and second oligonucleotides, wherein said first oligonucleotide comprises a hybridizing sequence which hybridizes to a 3′-end of the complement of said target nucleic acid sequence and said second oligonucleotide comprises a hybridizing sequence which hybridizes to the complement of said tag sequence, wherein said second oligonucleotide does stably hybridize to said target nucleic acid, and wherein each of said amplification products comprises a base sequence which is substantially identical or complementary to the base sequence of said target nucleic acid sequence and further comprises a base sequence which is substantially identical or complementary to all or a portion of said tag sequence; and (f) detecting the amplification products generated in step (e), wherein detecting the amplification products comprises exposing the amplification products to a probe having a hybridizing sequence which hybridizes to the amplification product.		1	0
